Fe,Ni,Co,Cr,Mn,C,Mo,Si,Cu,Al,W,V,Ti,Nb,Tensile Strength: Ultimate (UTS) (psi),compositional_sum_flag
63.0,13.0,0.0,19.0,1.0,0.015,3.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,550.0,PASS
59.45,15.5,0.0,19.0,1.0,0.015,4.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,590.0,PASS
59.900000000000006,15.5,0.0,18.5,1.0,0.015,4.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,620.0,PASS
62.900000000000006,13.0,0.0,19.0,1.0,0.015,3.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,620.0,PASS
69.65,10.5,0.0,18.0,1.0,0.04,0.0,0.375,0.0,0.0,0.0,0.0,0.35,0.0,652.4829777576033,PASS
69.7,10.5,0.0,18.0,1.0,0.07,0.0,0.375,0.0,0.0,0.0,0.0,0.35,0.0,580.0,PASS
68.55,3.5,0.0,25.5,0.5,0.04,1.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,710.0,PASS
59.2,20.0,0.0,19.0,0.5,0.04,0.0,0.5,0.0,0.375,0.0,0.0,0.375,0.0,540.0,PASS
69.05,11.0,0.0,18.0,1.0,0.04,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.5,652.4829777576033,PASS
69.05,11.0,0.0,18.0,1.0,0.07,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.5,580.0,PASS
69.0,11.0,0.0,18.0,1.0,0.0125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.35,590.0,PASS
68.9,11.0,0.1,18.0,1.0,0.04,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.5,580.0,PASS
68.69999999999999,11.0,0.1,18.0,1.0,0.07,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.66,580.0,PASS
64.45,18.0,0.0,16.0,1.0,0.02,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,480.0,PASS
86.6,0.3,0.0,12.25,0.5,0.075,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
85.45,0.3,0.0,13.0,0.5,0.04,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,470.0,PASS
87.2,0.25,0.0,11.1,0.5,0.04,0.0,0.5,0.0,0.0,0.0,0.0,0.375,0.0,420.0,PASS
87.2,0.25,0.0,11.1,0.5,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.375,420.0,PASS
85.95,0.375,0.0,12.5,0.5,0.1149999999999999,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
86.75,0.0,0.0,12.0,0.5,0.09,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.175,652.4829777576033,PASS
86.15,0.3,0.0,12.5,0.5,0.04,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,480.0,PASS
84.55,1.9,0.0,12.5,0.5,0.075,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
80.9,4.5,0.0,12.75,0.75,0.025,0.75,0.3,0.0,0.0,0.0,0.0,0.0,0.0,900.0,PASS
85.55000000000001,0.0,0.0,13.0,0.65,0.075,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
85.5,0.0,0.0,13.0,0.65,0.075,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
81.05,2.0,0.0,13.0,0.25,0.175,0.25,0.25,0.0,0.0,3.0,0.0,0.0,0.0,1100.0,PASS
85.1,0.375,0.0,13.0,0.5,0.275,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
85.0,0.0,0.0,13.0,0.65,0.35,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,740.0,PASS
83.85,0.75,0.0,11.75,0.75,0.225,1.1,0.25,0.0,0.0,1.1,0.25,0.0,0.0,652.4829777576033,PASS
83.9,0.0,0.0,15.0,0.5,0.06,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,480.0,PASS
81.55,0.375,0.0,17.0,0.5,0.06,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
81.55000000000001,0.0,0.0,17.0,0.65,0.06,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
81.75,0.0,0.0,17.0,0.65,0.06,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
81.0,1.9,0.0,16.0,0.5,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
80.94999999999999,0.0,0.0,17.0,0.5,0.06,1.025,0.5,0.0,0.0,0.0,0.0,0.0,0.0,520.0,PASS
80.55,0.0,0.0,17.0,0.5,0.06,1.025,0.5,0.0,0.0,0.0,0.0,0.0,0.4,500.0,PASS
79.94999999999999,0.25,0.0,18.0,0.5,0.015,0.0,0.5,0.0,0.075,0.0,0.0,0.65,0.0,490.0,PASS
80.9,0.0,0.0,17.0,0.5,0.675,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
80.75,0.0,0.0,17.0,0.5,0.875,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
80.55,0.0,0.0,17.0,0.5,1.1,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,652.4829777576033,PASS
79.1,0.5,0.0,18.5,0.5,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.6,470.0,PASS
78.05,0.3,0.0,20.5,0.5,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,580.0,PASS
77.05,0.5,0.0,18.5,0.5,0.0125,2.15,0.5,0.0,0.0,0.0,0.0,0.5,0.5,470.0,PASS
77.80000000000001,0.3,0.0,20.0,0.5,0.01,0.0,0.5,0.4499999999999999,0.0,0.0,0.0,0.0,0.4,480.0,PASS
73.1,0.375,0.0,25.0,0.75,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,570.0,PASS
97.65,0.1,0.0,0.075,0.54,1.1,0.05,0.25,0.1,0.0,0.075,0.05,0.0,0.0,652.4829777576033,PASS
97.4,0.1,0.0,0.075,0.5449999999999999,1.175,0.05,0.25,0.1,0.0,0.075,0.25,0.0,0.0,652.4829777576033,PASS
97.5,0.1,0.0,0.5,0.25,1.15,0.05,0.25,0.1,0.0,0.075,0.05,0.0,0.0,652.4829777576033,PASS
98.25,0.0,0.0,0.0,0.75,0.14,0.545,0.25,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
69.45,20.5,0.0,8.0,0.65,0.15,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,630.0,PASS
69.45,20.5,0.0,8.0,0.65,0.15,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,630.0,PASS
96.85,0.0,0.0,1.25,0.4499999999999999,0.1,0.545,0.75,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
96.75,0.0,0.0,1.25,0.55,0.15,0.545,0.75,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
97.6,0.0,0.0,1.05,0.4499999999999999,0.1,0.545,0.25,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
97.35,0.0,0.0,1.05,0.55,0.15,0.545,0.35,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
84.5,0.25,0.0,10.75,0.35,0.105,0.425,0.25,1.0,0.01,2.0,0.2249999999999999,0.005,0.07,710.0,PASS
97.75,0.0,0.0,0.655,0.55,0.13,0.545,0.35,0.0,0.0,0.0,0.0,0.0,0.0,550.0,PASS
95.5,0.125,0.0,2.25,0.4499999999999999,0.13,1.0,0.05,0.1,0.0,0.0,0.3,0.015,0.035,670.0,PASS
94.7,0.2,0.0,2.25,0.35,0.07,0.175,0.25,0.0,0.015,1.65,0.25,0.0325,0.05,570.0,PASS
95.3,0.0,0.0,2.4000000000000004,0.5,0.075,1.0,0.3,0.0,0.01,0.0,0.25,0.08,0.0,670.0,PASS
96.05,1.15,0.0,0.15,1.0,0.135,0.375,0.375,0.65,0.025,0.0,0.01,0.0,0.03,710.0,PASS
95.05,0.0,0.0,3.0,0.4499999999999999,0.1149999999999999,1.0,0.05,0.0,0.0,0.0,0.25,0.025,0.0,660.0,PASS
94.8,0.125,0.0,3.0,0.4499999999999999,0.125,1.0,0.05,0.125,0.0,0.0,0.25,0.0075,0.0425,670.0,PASS
93.4,0.25,0.0,5.0,0.4499999999999999,0.075,0.545,0.25,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
93.5,0.25,0.0,5.0,0.3,0.125,0.545,0.25,0.0,0.0,0.0,0.0,0.0,0.0,710.0,PASS
84.15,1.5,0.0,12.5,0.5,0.075,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,850.0,PASS
87.55000000000001,0.2,0.0,9.0,0.4499999999999999,0.11,1.0,0.3,0.0,0.01,1.0,0.215,0.005,0.08,690.0,PASS
87.44999999999999,0.2,0.0,9.0,0.4499999999999999,0.1,0.4499999999999999,0.25,0.0,0.01,1.75,0.2,0.005,0.065,690.0,PASS
96.25,1.9,0.0,0.0,0.75,0.1,0.0,0.0,1.025,0.0,0.0,0.0,0.0,0.0,490.0,PASS
98.25,0.0,0.0,0.0,0.8,0.65,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,PASS
98.5,0.0,0.0,0.0,0.4,0.85,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2450.0,PASS
98.25,0.0,0.0,0.0,0.75,0.7,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,PASS
97.2,0.0,0.0,0.95,0.8,0.505,0.0,0.25,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,1790.0,PASS
97.25,0.0,0.0,0.95,0.8,0.505,0.0,0.25,0.0,0.0,0.0,0.2249999999999999,0.0,0.0,1790.0,PASS
99.0,0.0,0.0,0.0,0.5,0.075,0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.0,490.0,PASS
98.675,0.0,0.0,0.0,0.75,0.275,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,670.0,PASS
99.15,0.0,0.0,0.0,0.35,0.175,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,550.0,PASS
95.5,0.0,0.0,2.4,0.65,0.1,1.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,670.0,PASS
98.625,0.0,0.0,0.0,0.35,0.125,0.55,0.3,0.0,0.0,0.0,0.0,0.0,0.0,510.0,PASS
98.15,0.0,0.0,0.55,0.35,0.125,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,550.0,PASS
97.15,0.0,0.0,1.25,0.65,0.1,0.55,0.3,0.0,0.0,0.0,0.0,0.0,0.0,550.0,PASS
96.4,0.0,0.0,1.25,0.7,0.1,1.05,0.4,0.0,0.0,0.0,0.1,0.0,0.0,630.0,PASS
96.2,0.0,0.0,1.25,0.7,0.1,1.05,0.4,0.0,0.0,0.0,0.275,0.0,0.0,670.0,PASS
99.625,0.0,0.0,0.0,0.0,0.13,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,480.0,PASS
98.43,0.0,0.0,0.0,0.55,0.15,0.545,0.3,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
96.9,0.0,0.0,1.25,0.4499999999999999,0.1,0.545,0.75,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
97.6,0.0,0.0,1.05,0.4549999999999999,0.1,0.545,0.25,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
98.0,0.0,0.0,0.655,0.4549999999999999,0.15,0.545,0.2,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
95.25,0.0,0.0,3.05,0.4499999999999999,0.1,0.95,0.25,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
95.95,0.0,0.0,2.25,0.4499999999999999,0.1,0.985,0.25,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
93.7,0.0,0.0,5.0,0.4499999999999999,0.075,0.55,0.25,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
88.69999999999999,0.0,0.0,9.0,0.4499999999999999,0.075,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
88.8,0.2,0.0,8.75,0.4499999999999999,0.1,0.975,0.35,0.0,0.01,0.0,0.215,0.005,0.08,670.0,PASS
87.44999999999999,0.2,0.0,9.0,0.4499999999999999,0.1,0.4499999999999999,0.25,0.0,0.01,1.75,0.2,0.005,0.065,710.0,PASS
98.965,0.0,0.0,0.0,0.6000000000000001,0.125,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,380.0,PASS
98.855,0.0,0.0,0.0,0.6950000000000001,0.15,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
99.075,0.0,0.0,0.0,0.5,0.15,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
98.875,0.0,0.0,0.0,0.7,0.175,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,600.0,PASS
98.675,0.0,0.0,0.0,0.85,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,710.0,PASS
97.5,0.0,0.0,0.0,1.6,0.45,0.22,0.25,0.0,0.0,0.0,0.0,0.0,0.0,810.0,PASS
97.65,0.0,0.0,1.0,0.65,0.3,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,650.0,PASS
97.35,0.0,0.0,1.0,0.85,0.35,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,650.0,PASS
97.9,0.0,0.0,0.525,0.85,0.3,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,650.0,PASS
97.8,0.0,0.0,0.525,0.925,0.35,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,650.0,PASS
97.25,0.0,0.0,1.0,0.925,0.425,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,650.0,PASS
95.0,2.65,0.0,1.4,0.25,0.09,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,780.0,PASS
95.75,1.85,0.0,0.8,0.7,0.405,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,PASS
93.8,3.35,0.0,1.75,0.3,0.115,0.5,0.15,0.0,0.0,0.0,0.04,0.0,0.0,810.0,PASS
96.9,0.0,0.0,1.25,0.525,0.11,0.55,0.65,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
97.6,0.0,0.0,1.0,0.525,0.11,0.525,0.275,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
97.7,0.0,0.0,0.65,0.675,0.13,0.525,0.275,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
95.2,0.0,0.0,3.05,0.4499999999999999,0.1,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
95.25,0.0,0.0,3.05,0.4499999999999999,0.05,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
95.95,0.0,0.0,2.25,0.4499999999999999,0.1,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,480.0,PASS
96.0,0.0,0.0,2.25,0.4499999999999999,0.05,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
93.7,0.0,0.0,5.0,0.4499999999999999,0.075,0.55,0.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
88.94999999999999,0.0,0.0,9.0,0.4499999999999999,0.075,1.0,0.5,0.0,0.0,0.0,0.02,0.0,0.0,500.0,PASS
88.8,0.2,0.0,8.75,0.4499999999999999,0.1,0.975,0.35,0.0,0.01,0.0,0.215,0.005,0.08,670.0,PASS
71.55,15.5,0.0,2.0,1.0,1.5,0.0,1.9,6.5,0.0,0.0,0.0,0.0,0.0,190.0,PASS
70.55,15.5,0.0,3.0,1.0,1.5,0.0,1.9,6.5,0.0,0.0,0.0,0.0,0.0,230.0,PASS
73.3,20.0,0.0,2.0,1.0,1.5,0.0,1.9,0.25,0.0,0.0,0.0,0.0,0.0,190.0,PASS
70.8,20.0,0.0,4.5,1.0,1.5,0.0,1.9,0.25,0.0,0.0,0.0,0.0,0.0,230.0,PASS
62.9,30.0,0.0,3.0,1.0,1.3,0.0,1.5,0.25,0.0,0.0,0.0,0.0,0.0,190.0,PASS
56.4,30.5,0.0,5.0,1.0,1.3,0.0,5.5,0.25,0.0,0.0,0.0,0.0,0.0,190.0,PASS
60.95,35.0,0.0,0.05,1.0,1.2,0.0,1.5,0.25,0.0,0.0,0.0,0.0,0.0,150.0,PASS
68.95,20.0,0.0,1.5,1.0,1.5,0.5,2.0,4.5,0.0,0.0,0.0,0.0,0.0,200.0,PASS
68.95,20.0,0.0,1.5,1.0,1.5,0.5,2.0,4.5,0.0,0.0,0.0,0.0,0.0,200.0,PASS
68.95,20.0,0.0,1.5,1.0,1.5,0.5,2.0,4.5,0.0,0.0,0.0,0.0,0.0,200.0,PASS
72.15,20.0,0.0,2.3,1.0,1.5,0.85,2.25,0.0,0.0,0.0,0.0,0.0,0.0,450.0,PASS
72.15,20.0,0.0,2.3,1.0,1.5,0.85,2.25,0.0,0.0,0.0,0.0,0.0,0.0,450.0,PASS
72.15,20.0,0.0,2.3,1.0,1.5,0.85,2.25,0.0,0.0,0.0,0.0,0.0,0.0,450.0,PASS
72.15,20.0,0.0,2.3,1.0,1.5,0.85,2.25,0.0,0.0,0.0,0.0,0.0,0.0,450.0,PASS
72.15,20.0,0.0,2.3,1.0,1.5,0.85,2.25,0.0,0.0,0.0,0.0,0.0,0.0,450.0,PASS
71.9,20.0,0.0,3.4,1.0,1.5,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,450.0,PASS
71.9,20.0,0.0,3.4,1.0,1.5,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,450.0,PASS
71.65,22.5,0.0,0.25,2.1,1.45,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,PASS
71.65,22.5,0.0,0.25,2.1,1.45,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,PASS
64.9,26.0,0.0,2.05,0.5,1.3,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
62.4,30.0,0.0,3.0,0.5,1.3,0.85,1.9,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
65.0,30.0,0.0,1.25,0.5,1.3,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
57.65,30.0,0.0,5.0,0.5,1.3,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
61.3,35.0,0.0,0.05,0.5,1.2,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
58.85,35.0,0.0,2.5,0.5,1.2,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
55.65,35.5,0.0,2.05,0.5,1.15,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
55.65,35.5,0.0,2.05,0.5,1.15,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
55.65,35.5,0.0,2.05,0.5,1.15,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
68.69999999999999,22.5,0.0,0.1,4.15,2.55,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
68.69999999999999,22.5,0.0,0.1,4.15,2.55,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
95.15,0.0,0.0,0.0,0.725,2.55,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,350.0,PASS
95.15,0.0,0.0,0.0,0.725,2.55,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,450.0,PASS
95.15,0.0,0.0,0.0,0.725,2.55,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,520.0,PASS
95.15,0.0,0.0,0.0,0.725,2.55,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,520.0,PASS
95.15,0.0,0.0,0.0,0.725,2.55,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,620.0,PASS
95.15,0.0,0.0,0.0,0.725,2.55,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,720.0,PASS
91.8,1.0,0.0,0.05,0.35,3.6,0.15,2.5,0.4,0.025,0.0,0.05,0.0,0.0,1010.0,PASS
91.8,1.0,0.0,0.05,0.35,3.6,0.15,2.5,0.4,0.025,0.0,0.05,0.0,0.0,1200.0,PASS
91.8,1.0,0.0,0.05,0.35,3.6,0.15,2.5,0.4,0.025,0.0,0.05,0.0,0.0,1320.0,PASS
91.8,1.0,0.0,0.05,0.35,3.6,0.15,2.5,0.4,0.025,0.0,0.05,0.0,0.0,1530.0,PASS
91.8,1.0,0.0,0.05,0.35,3.6,0.15,2.5,0.4,0.025,0.0,0.05,0.0,0.0,1800.0,PASS
53.15,29.0,17.0,0.1,0.25,0.02,0.1,0.1,0.1,0.05,0.0,0.0,0.05,0.0,520.0,PASS
53.15,29.0,17.0,0.1,0.25,0.02,0.1,0.1,0.1,0.05,0.0,0.0,0.05,0.0,520.0,PASS
94.6,0.0,0.0,0.0,0.0,3.25,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,770.0,PASS
91.8,1.0,0.0,0.05,0.35,3.6,0.15,2.5,0.4,0.025,0.0,0.05,0.0,0.0,860.0,PASS
94.6,0.0,0.0,0.0,0.0,3.25,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,920.0,PASS
91.8,1.0,0.0,0.05,0.35,3.6,0.15,2.5,0.4,0.025,0.0,0.05,0.0,0.0,920.0,PASS
91.8,1.0,0.0,0.05,0.35,3.6,0.15,2.5,0.4,0.025,0.0,0.05,0.0,0.0,1120.0,PASS
93.0,0.0,0.0,0.0,0.6,3.25,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,160.0,PASS
93.0,0.0,0.0,0.0,0.6,3.25,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,260.0,PASS
93.0,0.0,0.0,0.0,0.6,3.25,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,190.0,PASS
93.0,0.0,0.0,0.0,0.6,3.25,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,240.0,PASS
93.0,0.0,0.0,0.0,0.6,3.25,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,370.0,PASS
93.0,0.0,0.0,0.0,0.6,3.25,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,250.0,PASS
93.0,0.0,0.0,0.0,0.6,3.25,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,310.0,PASS
93.0,0.0,0.0,0.0,0.6,3.25,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,350.0,PASS
93.0,0.0,0.0,0.0,0.6,3.25,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,380.0,PASS
93.0,0.0,0.0,0.0,0.6,3.25,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
93.0,0.0,0.0,0.0,0.6,3.25,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,450.0,PASS
94.6,0.0,0.0,0.0,0.0,3.25,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,460.0,PASS
94.6,0.0,0.0,0.0,0.0,3.25,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
94.6,0.0,0.0,0.0,0.0,3.25,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,490.0,PASS
94.6,0.0,0.0,0.0,0.0,3.25,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
94.6,0.0,0.0,0.0,0.0,3.25,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,530.0,PASS
94.6,0.0,0.0,0.0,0.0,3.25,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,600.0,PASS
94.6,0.0,0.0,0.0,0.0,3.25,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,630.0,PASS
67.95,2.0,0.0,28.0,0.5,0.25,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,PASS
64.2,5.5,0.0,28.0,0.75,0.25,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,PASS
59.85,9.5,0.0,28.0,1.0,0.35,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,PASS
66.9,10.0,0.0,20.5,1.0,0.3,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,PASS
62.2,12.5,0.0,19.5,4.0,0.09,0.35,0.35,0.25,0.0,0.0,0.0,0.0,0.6,590.0,PASS
58.85,12.5,0.0,26.0,1.0,0.35,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,PASS
53.35,16.0,0.0,28.0,1.0,0.35,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,PASS
51.3,20.0,0.0,26.0,1.0,0.4,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
47.3,20.0,0.0,30.0,1.0,0.4,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
51.35,25.0,0.0,21.0,1.0,0.35,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
35.95,35.0,0.0,26.0,1.0,0.55,0.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,490.0,PASS
44.95,35.0,0.0,17.0,1.0,0.55,0.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,500.0,PASS
98.325,0.0,0.0,0.0,0.65,0.125,0.55,0.3,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
96.4,2.5,0.0,0.0,0.65,0.125,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,570.0,PASS
93.9,3.0,0.0,1.65,0.65,0.11,0.4499999999999999,0.25,0.0,0.0,0.0,0.0,0.0,0.0,810.0,PASS
95.45,3.5,0.0,0.0,0.65,0.075,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,570.0,PASS
94.45,4.5,0.0,0.0,0.65,0.075,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,570.0,PASS
89.45,9.25,0.0,0.25,0.45,0.065,0.1,0.225,0.15,0.0,0.0,0.015,0.0,0.0,660.0,PASS
98.45,0.0,0.0,0.0,0.35,0.125,0.1,0.3,0.15,0.0,0.0,0.0,0.0,0.0,500.0,PASS
98.5,0.0,0.0,0.0,0.5,0.15,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
98.45,0.0,0.0,0.0,0.6,0.125,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,570.0,PASS
98.25,0.0,0.0,0.0,0.75,0.14,0.545,0.25,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
69.45,20.5,0.0,8.0,0.65,0.15,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,630.0,PASS
96.85,0.0,0.0,1.25,0.4499999999999999,0.1,0.545,0.75,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
96.75,0.0,0.0,1.25,0.55,0.15,0.545,0.75,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
97.6,0.0,0.0,1.05,0.4499999999999999,0.1,0.545,0.25,0.0,0.0,0.0,0.0,0.0,0.0,470.0,PASS
97.35,0.0,0.0,1.05,0.55,0.15,0.545,0.35,0.0,0.0,0.0,0.0,0.0,0.0,540.0,PASS
84.5,0.25,0.0,10.75,0.35,0.105,0.425,0.25,1.0,0.01,2.0,0.2249999999999999,0.005,0.07,710.0,PASS
